,L104B5Inv,L104B5LCIS,L13B6DCIS,L13B9DCIS,L14B14,L14B5,L14B901DCIS,L14B901Inv,L15B13I1,L15B13I2,L16B6,L16B9,L17B11,L17B14,L17B8,L19B6,L19B7ERPRp,L19B7ERpPRn,L19B7ERPRmix,L20B10Inv1,L20B9,L33B14DCIS,L33B14Inv,L33B8,L38B11,L38B6,L38B7ER63pos,L38B7ER63weak,L41B12PR57neg,L41B12PR57pos,L41B13,L41B16,L41B9,L47B4,L47B7,L47B9,L49B10,L49B11,L49B8,L50B11I1,L50B11I2,L50B14I3,L51B22I3,L51B25D,L51B31I1,L51B31I2,L52B12D,L52B12I,L52B6D,L52B6I,L52B9D,L52B9I,L54B12D,L54B12I,L54B13I2,L54B13I3,L54B7D,L54B7I,L54B8I1,L55B10,L55B6,L55B9I2,L55B9I1,L56B7,L56B8,L56B9,L65B12,L65B13,L65B14,L67B5,L67B7I,L67B7P,L67B8Inv,L67B8pap,L69B10,L69B8,L70B11,L70B14,L70B17,L73B10Area1,L73B10Area2,L73B12I1,L73B12I2,L73B14Area1,L73B14Area2,L75B4,L75B6,L75B7,L76B5,L76B7,L76B9,L77B10,L77B7,L77B9,L78B12Inv1,L78B12Inv2,L78B9I1,L78B9I2,L79B7Inv1,L79B7Inv2,L8B6I2,L8B6I1,L8B7,L8B10,L8B13,L82B7,L82B8,L82B9,L91B11I2,L91B14I3,L91B9I1,L95B10,L95B12,L95B8,L96B11,L96B12
ZEB1,1.10690731,0.591851913,-0.071585837,-0.740509485,0.13909019,,0.600853508,0.843870009,0.436450516,0.797063648,,1.068370715,-1.796731201,-2.085676739,-1.442794918,,-0.108050488,,,-0.690236838,-1.164053067,-0.395344597,-0.447175987,0.067638674,-0.79392392,-0.480456588,-0.992354109,-2.05104023,1.223736743,0.432790689,0.30416759,-0.058272731,0.372631337,0.075043608,-0.658533453,-1.384398364,-0.875353476,-1.617767188,-1.007075806,-0.04521047,-0.347299546,0.235045516,1.007897829,0.598420719,-0.839854361,-0.909604071,-0.516000074,-1.114562897,-0.686568726,-0.860111983,-1.019584581,-0.549832839,,0.538780578,-0.27265745,0.378692285,0.614059011,0.792424107,0.595868233,0.698231034,1.069503955,0.73284727,1.143314683,0.843449644,0.541098782,-0.130312146,0.04291534,0.033270136,-0.353591858,-0.024751188,-0.073732734,-1.556842089,-0.618853069,-1.242953181,0.511875253,0.578602878,0.386309454,0.276993193,0.613117571,-0.429443013,-0.66802236,-0.985886771,-0.793847817,0.071643276,-0.641993269,-0.146010641,-0.321258853,0.623609073,0.355100937,0.538802325,0.149079578,-0.025240742,0.158776367,-2.074452062,0.11070517,-1.83403987,-1.596829538,-0.08262974,-0.314659383,-0.090564643,-0.318751383,-0.364922536,-0.425660386,,,,-0.851915751,-1.074153651,-0.371902429,-0.530989425,-0.064143492,-2.22409998,-3.173034318,-1.606276508,0.164269377,0.208312663
CDKN2A,-1.439104838,-2.883515426,-1.976343471,-2.537020451,-2.439965775,,-2.211437219,-1.338501408,-1.587787987,-1.61664569,,-1.274694979,0.196934241,0.28191429,0.258892409,,-0.719855857,,,-1.762310587,-3.0316236,-1.731163275,-2.515797341,-1.868313986,-2.501838949,-2.138332052,-2.051336039,-2.433561305,-1.848590844,-2.302782813,-2.528893757,-2.428413473,-2.368713841,-2.081786133,-1.921471522,-2.22537952,-2.41970448,-2.536791105,-2.888414567,-2.798480287,-3.423226762,-2.285692676,-1.91613601,-1.27688708,-3.100089017,-2.226479662,-1.470993321,-2.645654981,-2.626905979,-2.44181494,-3.434822575,-2.972438172,,-1.435130577,-2.825853593,-2.242404891,-1.238099601,-0.988582048,-2.459556005,-2.599023656,-2.648189755,-2.257535641,-1.753604404,-2.083984098,-1.780752182,-1.996445896,-1.775483595,-0.940076096,-2.303638187,-2.841597878,-3.100666012,-3.062990133,-3.321865426,-3.368664614,-2.715163093,-1.867719671,-1.893840229,-1.868636824,-2.251840223,-2.113610059,-1.831945179,-2.270659334,-2.194578587,-1.802113799,-1.947402985,-3.143269575,-3.072608284,-2.421041468,-2.459856022,-2.579307467,-2.408915585,-2.441600697,-2.222771716,-3.426392227,-1.490262543,-0.707880182,-0.693785885,-0.881721815,-3.213726474,-3.151225124,-1.64894786,-1.806276441,-2.211496595,,,,-2.79355557,-3.047601498,-2.847124552,-2.487250425,-2.470462171,-2.982989413,-3.196058191,-3.05422863,-2.434420416,-1.644333899
AGR2,-0.73061115,2.580308821,1.816390254,2.402464507,2.775413761,,-0.886539097,0.549771851,0.779812252,0.414426232,,-0.212791688,-2.659374883,-3.137577295,-2.867895267,,-0.375465504,,,1.634489899,1.25982893,0.898485025,2.404626242,1.388971283,1.128548203,1.433508423,1.519121481,2.192887257,-1.253598321,1.020264723,0.991692118,1.86557325,-0.804751103,-2.544573079,-3.883616203,-1.337551683,-6.727570849,-5.515826872,-6.60536098,2.638887691,2.286308505,0.585475823,-5.92303359,-5.03651107,-5.686123382,-4.996271302,3.05401202,3.096849007,3.250251037,3.527895442,2.570796511,4.12881983,,2.98426538,5.015271155,3.723886625,-1.538312254,1.793327308,2.597584153,1.935986261,0.865078262,0.425446865,0.0219526,-0.226075382,0.770231068,1.8220348,1.231246168,1.400971742,1.831127742,-0.997467284,-1.716008476,-0.285816656,-0.140558964,0.221014593,2.222682197,0.362487522,0.838641584,0.205012591,-0.246748857,4.58116126,5.560349747,5.719388976,5.372332637,5.014623766,5.406744403,-1.344488474,-1.560386835,-2.722076558,1.566946669,1.024133672,2.407324695,-0.555639188,-4.034767869,-6.107653903,-6.12140074,-7.123289687,-6.303968913,-6.240872374,1.954092243,1.384336358,1.947216173,1.201064436,1.209242748,,,,4.172385042,4.07633554,2.271464422,1.430533649,3.194178621,3.071957053,3.539745809,3.156190036,0.105215659,1.053373832
CCNA2,-4.073191539,-2.877933734,-4.27827608,-4.071846808,-2.898326809,,-3.247949817,-3.532424637,-3.793509787,-4.665070096,,-4.174255999,0.008952968,0.215556947,-0.599038862,,-0.803910103,,,-2.957743345,-2.787859304,-1.828371554,-2.028214879,-2.426725148,-3.066888329,-3.063447493,-3.374477097,-3.078630458,-3.438690457,-2.783051772,-2.692528921,-2.619614524,-2.680667052,-2.465339493,-2.051113635,-1.427291575,-1.045536476,-0.606307028,-0.959177516,-3.376202609,-3.988940694,-3.9511085,-2.951323725,-2.320233888,-2.872478363,-1.629653896,-3.54312614,-3.427876444,-3.633354554,-3.089004517,-1.577006631,-3.98899766,,-3.408883497,-3.41401048,-3.300326424,-3.151565597,-3.959253383,-3.398260409,-2.687319858,-2.56615104,-2.83191841,-3.687723808,-3.836538585,-4.639966777,-4.158671373,-4.651682356,-4.870722641,-4.881495673,-3.059988368,-2.933281926,-2.651122038,-2.22946838,-2.303199724,-2.882064087,-3.456882491,-2.386141509,-2.604392142,-2.652190425,-2.71004088,-2.470017599,-1.951142513,-2.280440289,-3.006910815,-2.630664179,-1.667058899,-2.367256171,-2.152913284,-1.424707123,-1.645948546,-1.386518829,-2.380774999,-3.343396481,-2.37446234,-2.554018069,-2.106599615,-2.039580365,-2.023576534,-3.903737993,-3.727428245,-3.715596235,-2.527363614,-2.16160656,,,,-2.021564984,-2.365917553,-3.551599336,-2.084911699,-3.073340564,-2.176752501,-2.197128136,-2.239371838,-4.774692659,-4.212903189
HLA.E,2.358759152,1.869934634,2.355740656,1.972910452,1.382237894,,2.179099015,2.864464031,1.509783026,2.360083916,,2.117234934,3.623124392,3.186375919,3.495187375,,2.977761576,,,2.383009499,2.484556249,2.967340736,1.519212693,2.902598698,1.941285094,2.12306224,2.040282026,1.60402602,3.616892561,2.808922419,2.990865084,2.386738703,3.191144419,2.497005833,1.917508614,1.562466174,3.251375079,2.999158142,3.251446291,2.190432731,2.537779635,3.430476311,3.253236397,2.927239678,0.746782438,1.713393645,1.894252439,1.338761889,2.39564085,2.157440914,3.246144858,1.895195684,,2.162451444,1.332012178,1.611322472,2.842483254,2.070632458,1.921123858,1.610351645,2.34204627,2.120723079,2.537869735,2.574884537,2.14813388,1.412008636,2.38735959,2.056285928,1.982454759,2.5435123,2.659024325,0.920154698,1.677996192,1.349158071,2.799021736,3.40579076,2.770091704,2.233655623,2.442491747,1.029978791,0.695871323,0.452306145,0.749653663,1.68906075,0.912060393,2.604145601,2.776470457,2.926759998,2.107615148,1.116075929,1.001461267,1.463774989,3.254457702,1.145894919,3.83091029,1.589453835,1.778720333,2.338152733,1.466046648,2.007181958,2.378760971,2.573485779,2.496185906,,,,2.201716102,1.925051134,1.298920756,1.085210399,1.9142992,3.161870044,2.838320069,3.267607942,2.226531631,1.898352499
GRIN1,-5.778659188,-7.779798596,-5.201100967,-7.129884776,-6.064168066,,-6.724131195,-4.556910045,-5.730532354,-5.672481991,,-5.503595989,-5.445055762,-5.805894401,-5.631613589,,-5.437362841,,,-5.332776522,-6.449570303,-5.062670742,-6.959779537,-5.339096241,-5.506870498,-5.923351166,-5.523887388,-5.813003249,-4.424294236,-4.884132769,-5.350558042,-6.480857965,-5.184119135,-6.615444113,-6.034026002,-5.877681996,-6.287479964,-7.081280545,-6.013267001,-6.121303898,-6.107743035,-4.902559783,-4.849335748,-5.922171244,-5.682814868,-5.823037787,-7.297253729,-6.857569082,-5.820898172,-6.132638723,-5.569921079,-6.532558264,,-5.516648041,-6.259353435,-6.41968354,-5.543123106,-6.791383484,-6.448955882,-6.640197567,-6.183178278,-6.525267502,-5.657282695,-5.890986369,-6.372486466,-5.116257618,-5.780131629,-6.098707588,-6.594907447,-6.953073164,-6.000396122,-5.718236233,-5.884904089,-6.655043396,-6.051989089,-5.511330275,-5.34105362,-6.161340266,-5.496715139,-7.519376166,-5.92301476,-6.318759743,-6.185760567,-6.257755812,-7.958130458,-6.08124492,-5.71703018,-5.230491316,-6.994866701,-6.633692305,-7.746693916,-6.057159185,-5.790333489,-7.500649443,-4.836324375,-5.838213322,-6.750387763,-7.194251212,-6.454837041,-6.620513041,-5.032560355,-5.05508024,-6.128825566,,,,-6.235102978,-6.919657813,-6.677597178,-5.969248786,-6.655649113,-6.265576616,-6.324135445,-5.966172453,-7.055069144,-6.667309074
PRLR,0.366557724,-0.298560273,-1.100314286,0.183980983,1.262314683,,-0.398615076,-0.476745197,-1.452637139,-2.379035773,,-0.612587233,-2.939420703,-3.328264684,-3.116413169,,0.029122364,,,0.075830554,0.555895153,-1.593585463,-0.359243405,-1.101130188,-0.86896263,-0.771456063,-0.539849329,-0.541996934,-3.978337675,0.081197951,-1.068677407,0.059213994,-0.098509432,-2.113759333,-0.699630386,-0.757293233,-3.061274355,-2.543594576,-2.314518472,0.415478884,0.034497042,-0.956484071,-3.304831468,-2.531837894,-1.836505458,-2.395229731,-1.968744562,-1.91874184,-1.416500696,-1.309474889,-0.910426399,-1.428717062,,-0.582856388,0.439941591,0.000635537,-2.160393548,-0.255911936,0.13915459,-0.44461795,-1.003732193,-1.376265274,-1.245246061,-2.174368884,-0.928241251,-0.736452464,-0.705221899,-0.132014154,-0.523759636,-2.087496684,-2.759797821,-1.913259764,-1.55553793,-1.071037273,-0.226860967,-2.293394602,-0.860083541,-0.384817507,-0.017706576,0.130647459,0.209772795,0.384798088,0.171207116,-0.452246424,-0.007941317,-1.800078963,-2.31033334,-2.053881289,-1.29674604,-1.11921264,-0.994054513,-0.009053301,-1.663579298,0.216799907,-3.487177763,-0.175820859,-1.837559487,-2.537622301,0.666145392,0.512071432,-3.256449607,-2.032531597,-1.624497025,,,,0.361010342,0.862534579,0.503404934,0.615178992,0.973926827,0.227766868,0.459814523,-0.365049514,-0.541974551,0.150587456
CD8A,-2.128088457,-2.67794526,-1.665595195,-2.477478644,-3.609436377,,-2.4986647,-2.101818894,-3.528607745,-2.140385621,,-1.144674043,-0.259660037,-0.689693774,-0.351018754,,0.60827754,,,-0.532036494,-0.785865283,0.458096017,-3.07425898,-0.185822668,-2.303204174,-2.362479153,-1.94940271,-2.728368712,-0.519369442,-0.681540189,-0.163254865,-2.25569857,-0.968101129,-0.49341724,-3.151384981,-3.231805042,0.678280103,0.333328963,-0.143039337,-0.473102496,-0.170453039,-0.218546838,-0.813783287,-1.186050492,-4.842639317,-3.795380876,-2.255712784,-3.318909774,-1.594300778,-1.621954072,-0.866202683,-2.389492432,,-1.014972214,-4.219493343,-2.802303961,-1.812857135,-1.126097511,-2.311994222,-3.314420749,-2.679877425,-2.087496151,-1.75553321,-1.317725112,-1.595788924,-2.477385418,-1.036920621,-1.974860626,-2.498700381,-1.785195869,-1.17239436,-4.489482129,-2.726764132,-3.348006626,0.121543525,1.34179973,0.13943115,-0.60519189,-0.403340282,-4.419794821,-3.93519397,-4.781863832,-4.084254201,-2.204234546,-3.676569634,-1.381429112,-1.11809783,-0.403783969,-1.36711987,-2.799684375,-3.971591569,-2.469144359,-0.062903478,-3.520554148,-0.104037539,-3.183180145,-2.402746458,-1.950064233,-3.093230211,-2.311588265,0.052325546,-1.044482871,-0.781793069,,,,-1.927912958,-2.451673375,-4.187786733,-4.281198709,-2.204487311,-0.401444705,-1.676103313,0.244777698,-2.621546483,-3.35853116
SIX1,-1.246950336,-0.68059838,-0.740726704,-0.327730866,-0.86708423,,-0.95479591,-2.215436299,-4.491869414,-3.723325668,,-2.910583477,-2.521669202,-3.318318164,-2.69310451,,0.781353933,,,-4.745404799,-5.655181346,-2.750130317,-2.989027629,-1.982161697,-5.503618854,-5.195773242,-5.247872838,-5.108145401,-2.135640372,-1.443475812,-1.048229241,-0.074463832,-1.434331358,-2.100934517,-2.542481484,-2.116610429,-3.551943488,-3.538068957,-3.893465375,-2.207051518,-1.913565382,-2.226424176,-3.480381651,-3.78720302,-2.312333302,-3.207443722,-0.793570506,0.106911302,-1.048028315,0.048698899,-2.047129033,-0.72306661,,-4.790572396,-5.587175842,-3.460135074,-3.698402965,-3.965772165,-4.985364911,-0.694261558,-0.922306761,-0.524790729,-0.984008958,-3.929647989,-4.470041775,-5.088282045,-3.930564015,-4.853211297,-4.745339833,-4.195552351,-5.323248725,-5.818696415,-5.437876475,-5.123235363,-1.675471337,-3.711161894,-4.862813333,-5.361171885,-5.237115139,-2.046782442,-1.043119186,-1.061898548,-2.201254405,-2.162966681,-1.143011735,-4.250503664,-4.165148296,-4.944070576,-1.128501534,-0.019843673,-0.57808302,-5.732311208,-5.605415773,-6.803832689,-4.013976738,-5.556434067,-3.457841512,-3.040532667,-4.898184937,-4.351739414,-3.440153042,-1.678969273,-2.389833002,,,,-1.181174227,-1.496761211,-4.131544046,-1.705956465,-4.040055049,-2.286901393,-2.034373687,-2.499275384,-4.385856768,-1.96290727
SNAI1,-3.785649481,-4.051722828,-1.040174336,-3.801241707,-3.132183967,,-2.773999749,-2.121351772,-2.845989249,-1.447343497,,-1.853024825,-1.831541669,-2.756227282,-2.335985577,,-1.906737064,,,-2.790144795,-3.467565179,-2.527594079,-3.181528891,-2.826739655,-3.689226221,-2.744418314,-2.818885723,-3.605501244,-1.213944454,-2.396249011,-2.154402142,-3.11361313,-2.54867819,-2.82637689,-3.270639326,-3.464481675,-3.236849722,-3.964861928,-3.78851177,-3.724262661,-2.412289627,-1.795315347,-2.287691381,-2.424657214,-2.708094518,-2.170245531,-2.485689694,-3.533555046,-2.720421099,-2.177583094,-3.339928955,-2.030014839,,-2.207584346,-3.884987636,-3.676899383,-1.586361155,-2.259927367,-3.366479351,-3.018253354,-2.814990657,-2.780457073,-2.357481844,-2.717717924,-1.814554171,-1.965015479,-0.563947103,-2.430959686,-4.161624799,-3.017630976,-3.532233414,-3.884940932,-4.022945029,-4.17538505,-3.244539368,-2.922060724,-2.711142085,-2.452070939,-2.937192932,-4.077210909,-3.964943176,-4.598268495,-4.321533841,-3.174671648,-4.125589756,-3.196628799,-2.520470052,-2.448968687,-2.907535642,-3.022094678,-3.590775772,-4.083546002,-3.178837491,-3.595207763,-2.300116505,-2.643793969,-2.718079736,-2.697011388,-4.080671824,-3.887313575,-2.454389647,-2.586673098,-3.298544247,,,,-3.258288822,-3.352234593,-2.7713277,-3.971808358,-3.094004746,-4.580403655,-4.984097969,-4.010507252,-2.413150019,-3.932280545
TCF7L1,-0.765282406,-0.866417604,-1.588014865,-1.865180042,0.044001884,,-0.68797249,0.227529567,-1.970340288,-0.969656144,,0.173234649,-1.141472627,-1.724473051,-1.195868981,,-2.051049966,,,-2.217855685,-3.285649848,-2.429582131,-3.47869402,-2.179938819,-2.889174847,-1.846655904,-3.163096104,-3.194414208,-0.858848813,-0.18658381,-0.37205277,-2.118176157,-0.240023894,-1.575019446,-2.644410285,-3.494052575,0.44298925,0.155849728,0.277253016,-1.348916534,-1.603254968,-0.887350868,-0.29958224,0.271035972,0.054197524,0.267409855,-1.206964844,-4.182317696,-1.355760877,-1.997261949,-2.02395271,-1.849693693,,-1.024260712,-3.080645788,-2.06769188,0.72166351,-0.701094599,-1.719695766,-2.038610012,-1.276736142,-0.465087907,-1.139565669,0.317473234,-0.25400823,-0.519232727,-1.645420506,-1.751692861,-2.391483574,-0.230149432,-0.336012,0.019484501,-0.907744065,-0.606033088,-1.514018526,-0.369288388,-1.342602587,-1.652516049,-1.3931474,-2.537798951,-3.16640391,-2.721500261,-3.34274467,-2.386361515,-2.32705049,0.444928249,0.800818125,0.214819194,-1.253399714,-2.933252587,-2.449013367,-2.999931105,-1.454599594,-2.052400745,-1.167166747,0.531384024,-0.07390596,-0.142788973,-2.345765342,-2.314280327,-1.074188798,-2.00464813,-2.120879847,,,,-2.846224639,-3.594474149,-2.668573461,-3.097969664,-0.639711749,-2.836299185,-3.38518364,-2.827656156,-1.11659717,-1.194500673
BTG2,2.732650974,1.639733199,1.659499198,1.318559377,3.003434615,,2.22889436,3.779617436,1.169843915,1.148333197,,2.979644315,-0.479643124,-0.213053649,-0.192396865,,0.479945278,,,2.203150505,0.93747942,0.492183015,-1.201735232,1.173206804,0.921612729,0.467873587,0.335727901,0.463428083,2.11514365,0.483113509,0.685586596,1.410541901,1.114067302,1.110611086,-0.692077889,-1.265479774,-0.221749265,-1.530502735,0.139743392,3.270571481,3.074304874,3.454122583,0.818112534,2.4339532,2.96138024,1.460090833,0.933434986,-1.072878175,0.948059809,0.639128791,0.551220525,1.027188011,,1.876800805,0.106115593,0.535358004,3.321907301,1.180858095,0.838731019,0.659150108,1.269562675,0.766204867,0.834724692,2.35386712,1.208371636,0.328401977,3.430701778,3.09091369,1.78281536,2.960204668,1.959369953,2.110588364,1.458136225,1.52832694,0.895639412,1.99590347,1.377622799,1.173855258,1.068465955,-0.528647559,-0.238265461,-0.246952837,-0.708227508,1.693780027,0.18605046,-0.666978525,0.316581711,0.724606319,1.738380506,-0.030004733,-0.214687251,0.396874274,0.216923279,-0.506943595,2.149142188,-0.872715176,0.307491967,0.382219543,0.807800529,1.023829784,2.546175289,0.848239559,1.059416346,,,,0.244572698,-0.157298621,2.334039565,0.622844743,1.27731322,0.342305714,-0.021172628,0.781673674,0.497840258,1.589831393
DLL1,-2.530524965,-2.460798043,-1.207021346,-2.464850805,-1.746000092,,-2.575888222,-1.284678355,-2.993222482,-2.087175213,,-1.770390516,-3.766167622,-4.077983228,-3.570833457,,-2.911350001,,,-2.492692188,-2.560987383,-2.774316503,-3.039157083,-2.672230379,-3.432203244,-2.987298671,-3.294426837,-3.52464901,-2.582073068,-3.147706265,-2.704734087,-3.657495824,-2.93883311,-1.854339632,-2.535240127,-3.435185252,-3.158643698,-4.163708922,-3.406383439,-2.893275623,-3.358086829,-2.033950449,-1.612339009,-2.327126984,-0.359850154,-1.121078323,-2.5316852,-3.976523335,-2.067713367,-3.619457356,-3.048278133,-2.351952235,,-1.088114499,-3.178882348,-2.651871529,-0.596982331,-2.337758961,-2.051851,0.393396996,0.335539547,-1.567887136,-0.665284132,-0.923337667,-0.499994997,-0.107346951,-2.317880757,-3.080063367,-3.576263226,-0.94696263,-1.052047307,-0.987259582,-1.669175398,-1.417959665,-2.370087136,-1.181027284,-1.921745622,-2.246074774,-2.233526344,-1.645689777,-1.551573073,-1.498459513,-1.925170045,-1.435599724,-1.299356525,-2.88317113,-2.3564313,-2.766708985,-2.269163584,-2.725125132,-2.957425671,-3.458721733,-2.599844112,-2.794408702,-1.8104657,-3.342869364,-2.46800385,-2.652390713,-3.875601152,-3.537234646,-1.934189931,-3.045714822,-3.233164982,,,,-3.229660141,-3.721569898,-2.809759546,-4.222201432,-2.403492567,-4.272006067,-5.377870611,-3.810254309,-1.830927777,-1.783893397
MSR1,-1.90351927,-2.406232928,-1.583657729,-1.840971485,-1.031199756,,-0.712536536,-0.482121559,-0.524499335,-0.348464899,,-1.034528564,-0.662024512,-0.856101574,-0.737397349,,0.032784154,,,0.638736939,0.818305868,-0.869934588,-1.75776557,-0.80409899,-0.03876249,0.271710041,0.493386701,0.087314693,1.246753831,0.134389514,0.447670106,0.048031741,0.701585705,-0.62967199,0.84282875,0.009819017,0.656361479,0.222417345,0.341323349,-0.343435604,0.004772411,-0.346222342,0.037517283,-0.261163341,-2.385211696,-1.950525778,-0.534270116,-0.511959318,-1.663495091,-1.07126253,-1.079302461,-0.996643559,,-0.352702114,-1.217589167,-0.871235371,-0.57911475,-0.331196106,-0.881446827,-0.862365706,-1.198895539,-0.832728377,0.55219423,-0.877429653,-0.778833005,-1.188674125,-1.256483257,-1.436352944,-2.006553385,0.466759518,-0.413605005,-0.762936041,-0.109335655,-0.398573669,-0.414407679,-1.434146221,-0.487574124,0.13729909,-0.289498811,-0.055506557,-0.675111049,-0.731910133,-0.129167565,0.345838561,-0.457734972,-0.203367881,0.043423998,0.242864751,-0.657911601,-0.117413506,-0.632602783,-0.939172221,1.053522084,-1.097933002,-0.221247666,-0.424770475,-1.043956537,-0.144504464,0.287706888,0.554835632,0.026470662,1.204543906,0.934341871,,,,-0.075823132,-0.287041828,-1.078363325,-0.63699947,-0.344955941,-0.943407771,-1.436961611,0.290119705,-0.302991852,-1.454082359
BCAS1,-2.891305568,-2.585016451,-1.618691367,0.340891025,-2.341853498,,-2.323744721,-3.419557977,-4.799631163,-5.272095517,,-0.781281421,-5.075672929,-7.475897256,-5.733727456,,-2.511456708,,,-0.156691667,-0.2649299,-0.875271755,-0.132970265,-1.105286789,-4.13805341,-3.234758036,-3.987297351,-3.390584232,-3.994447715,-1.435907718,-0.69990535,-0.259598065,-1.989331447,-1.770857934,-1.008675589,-1.19320396,-5.414879408,-6.00479746,-6.019104466,-0.470473949,-2.14844725,-3.690636816,-4.399253044,-3.100832732,-5.24849948,-6.352196522,-2.998378222,-2.176223939,0.086526656,0.050043766,-1.870507643,-3.001509314,,-0.059343171,0.137012599,0.416672611,-3.914098998,-0.641651416,-0.476675473,-2.418931306,-3.838807873,-3.839728047,-3.583177952,-5.664878532,-5.73134113,-5.542226477,-3.798331304,-3.701869763,-3.996435761,-0.506874734,-0.20954952,0.15198848,0.16057144,-0.076816572,-2.959250301,-3.912406101,-4.964521867,-5.784808513,-5.798255291,-4.38795691,-2.816090066,-2.761145121,-5.659994811,-3.711299057,-2.862780457,-2.521031128,-2.835561034,-3.593109663,-1.416274379,-1.715024542,-1.479416015,-3.167333816,-3.21976208,-1.91182633,-4.043360545,-7.630211993,-4.034483784,-4.715239225,-2.046113316,-2.351773285,-1.367376134,-1.683824433,-2.297173219,,,,0.061329112,0.051812122,-4.316938831,-4.732872775,-2.221333725,-1.207458778,-0.558610204,-2.242844861,-3.521198352,-1.146494435
LEFTY2,-6.767832059,-7.812040189,-7.307282402,-7.566786886,-7.6385737,,-6.713574328,-6.908923257,-7.01543137,-7.568815719,,-6.078001622,-4.967959605,-6.128761268,-5.834050445,,-6.050501169,,,-6.808498735,-7.169623834,-6.066418928,-8.271650019,-6.757881927,-7.480870279,-6.820184149,-7.05815029,-6.762303651,-6.797389972,-7.327617833,-6.361083699,-7.883701044,-8.654076411,-7.020746445,-7.362160473,-7.312731672,-2.122203713,-1.202466967,-0.850264177,-7.397016291,-7.657137078,-6.604805314,-6.288546874,-7.023512731,-1.495556436,-0.874949564,-7.286062104,-7.431339958,-7.394669047,-6.8763346,-7.617623143,-7.816822522,,-6.505456415,-7.274538278,-7.504051948,-6.116893982,-6.043226264,-6.791305468,-6.463388057,-6.027127329,-6.815745304,-7.784261765,-6.918429765,-6.110423245,-6.728663515,-6.492290808,-6.488938671,-6.669636705,-7.61348053,-7.146230315,-7.378643599,-8.245751173,-8.052416357,-7.29387196,-6.31931662,-6.175512176,-6.38436411,-6.719738983,-8.031906627,-7.364462123,-7.553757712,-7.377689814,-7.480779656,-7.525108703,-8.190392535,-7.063216992,-7.410028258,-5.441049302,-7.005874326,-8.21841161,-8.745268613,-6.58535812,-8.314289753,-6.717078881,-7.941360249,-8.216711278,-7.172473766,-9.008329204,-7.865882908,-7.247822106,-6.225947872,-7.138145461,,,,-7.410270172,-7.66117183,-7.64202872,-8.108064977,-7.369967477,-8.399291879,-7.650495786,-7.640456098,-6.502348236,-6.41004405
